Facility Name,City,State,ZIP Code,Payment Measure ID,Payment Measure Name,Payment Category,Payment,Value of Care Display ID,Value of Care Display Name,Value of Care Category,value_code
ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,22852,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,36535,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25180,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,36535,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18678,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,36535,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16811,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,36535,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,19457,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,AL,35601,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23737,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,AL,35601,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,16082,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,AL,35601,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,17274,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,AL,35601,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,22031,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
NORTHWEST MEDICAL CENTER,WINFIELD,AL,35594,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16242,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
NORTHWEST MEDICAL CENTER,WINFIELD,AL,35594,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16179,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
USA HEALTH UNIVERSITY HOSPITAL,MOBILE,AL,36617,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16215,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
USA HEALTH UNIVERSITY HOSPITAL,MOBILE,AL,36617,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18322,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16205,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19062,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,PN
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,35502,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20994,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
PROVIDENCE HOSPITAL,MOBILE,AL,36608,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24447,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PROVIDENCE HOSPITAL,MOBILE,AL,36608,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16782,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PROVIDENCE HOSPITAL,MOBILE,AL,36608,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17933,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PROVIDENCE HOSPITAL,MOBILE,AL,36608,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20270,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,36451,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17047,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
GROVE HILL MEMORIAL HOSPITAL,GROVE HILL,AL,36451,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16124,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25685,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18470,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,19084,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
D C H REGIONAL MEDICAL CENTER,TUSCALOOSA,AL,35401,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21414,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ELMORE COMMUNITY HOSPITAL,WETUMPKA,AL,36092,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14862,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36426,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16228,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
D W MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,36426,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15730,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
THOMAS HOSPITAL,FAIRHOPE,AL,36532,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25245,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
THOMAS HOSPITAL,FAIRHOPE,AL,36532,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17124,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
THOMAS HOSPITAL,FAIRHOPE,AL,36532,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,17044,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Lower Payment,PN
THOMAS HOSPITAL,FAIRHOPE,AL,36532,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,19562,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15523,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,AL,35161,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,20010,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
J PAUL JONES HOSPITAL,CAMDEN,AL,36726,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14897,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26458,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17602,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19775,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PRINCETON BAPTIST MEDICAL CENTER,BIRMINGHAM,AL,35211,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,23277,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24204,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,19262,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,HF
GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,20610,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,PN
GRANDVIEW MEDICAL CENTER,BIRMINGHAM,AL,35243,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20911,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,36067,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25120,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,36067,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16733,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,36067,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16737,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Lower Payment,PN
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,35447,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15559,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
WHITFIELD REGIONAL HOSPITAL,DEMOPOLIS,AL,36732,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15952,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
WHITFIELD REGIONAL HOSPITAL,DEMOPOLIS,AL,36732,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18588,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25974,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,18959,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,HF
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,19426,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Higher Payment,PN
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,36652,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20531,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,19124,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18394,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,35021,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,25162,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,KNEE
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24307,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16312,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,36701,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19170,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18566,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,36460,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17395,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,35565,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16341,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,35565,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,13666,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,14739,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16614,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,PN
TROY REGIONAL MEDICAL CENTER,TROY,AL,36081,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,20572,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
JACKSON MEDICAL CENTER,JACKSON,AL,36545,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,15622,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
JACKSON MEDICAL CENTER,JACKSON,AL,36545,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17786,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,36507,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16682,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,36507,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,14516,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Lower Payment,PN
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,36507,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,21968,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,KNEE
ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16011,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ST VINCENT'S ST CLAIR,PELL CITY,AL,35125,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15132,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
CRESTWOOD MEDICAL CENTER,HUNTSVILLE,AL,35801,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23695,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
